document,element,frequency_in_document
C0001a,activ,1.0
C0001a,woman,1.0
C0001a,us,2.0
C0001a,stina,1.0
C0001a,though,3.0
C0001a,apart,2.0
C0001a,cloth,1.0
C0001a,clear,1.0
C0001a,maximum,1.0
C0001a,sixteen,1.0
C0001a,even,3.0
C0001a,obama,1.0
C0001a,barack,1.0
C0001a,local,1.0
C0001a,whine,1.0
C0001a,mistreat,1.0
C0001a,embrac,2.0
C0001a,provid,2.0
C0001a,make,1.0
C0001a,appli,1.0
C0001a,year,2.0
C0001a,violenc,1.0
C0001a,undermin,1.0
C0001a,occur,1.0
C0001a,given,1.0
C0001a,result,1.0
C0001a,execut,1.0
C0001a,repent,1.0
C0001a,larg,1.0
C0001a,lower,2.0
C0001a,peopl,6.0
C0001a,valu,1.0
C0001a,justic,2.0
C0001a,first,1.0
C0001a,ethiopian,1.0
C0001a,short,1.0
C0001a,see,1.0
C0001a,come,1.0
C0001a,beauti,1.0
C0001a,nativ,1.0
C0001a,provis,1.0
C0001a,investig,1.0
C0001a,pictur,1.0
C0001a,testimoni,1.0
C0001a,month,1.0
C0001a,sure,1.0
C0001a,membran,1.0
C0001a,matter,1.0
C0001a,state,2.0
C0001a,murder,5.0
C0001a,share,1.0
C0001a,stop,1.0
C0001a,drive,1.0
C0001a,burst,1.0
C0001a,administ,1.0
C0001a,view,1.0
C0001a,part,2.0
C0001a,african,2.0
C0001a,injustic,2.0
C0001a,durat,1.0
C0001a,virginia,2.0
C0001a,natur,1.0
C0001a,noth,1.0
C0001a,look,2.0
C0001a,doubt,2.0
C0001a,chang,1.0
C0001a,live,2.0
C0001a,graphic,1.0
C0001a,run,1.0
C0001a,lend,2.0
C0001a,day,1.0
C0001a,done,1.0
C0001a,cultur,4.0
C0001a,foreign,1.0
C0001a,alleg,2.0
C0001a,let,1.0
C0001a,wrong,1.0
C0001a,swift,1.0
C0001a,anyth,1.0
C0001a,western,1.0
C0001a,hold,1.0
C0001a,know,2.0
C0001a,africa,1.0
C0001a,warn,2.0
C0001a,word,1.0
C0001a,teach,1.0
C0001a,ephrem,1.0
C0001a,tadel,1.0
C0001a,condemn,1.0
C0001a,bad,1.0
C0001a,food,1.0
C0001a,end,1.0
C0001a,hit,1.0
C0001a,accord,3.0
C0001a,member,1.0
C0001a,thank,1.0
C0001a,brain,1.0
C0001a,islam,2.0
C0001a,true,1.0
C0001a,apolog,1.0
C0001a,anim,1.0
C0001a,assimil,2.0
C0001a,rise,1.0
C0001a,drunk,1.0
C0001a,prison,2.0
C0001a,soetoro,1.0
C0001a,crime,1.0
C0001a,ideolog,2.0
C0001a,sobarkah,1.0
C0001a,devast,1.0
C0001a,far,1.0
C0001a,usa,1.0
C0001a,way,1.0
C0001a,refer,1.0
C0001a,honest,1.0
C0001a,upon,1.0
C0001a,advanc,1.0
C0001a,hand,2.0
C0001a,leg,1.0
C0001a,higher,2.0
C0001a,prosecutor,2.0
C0001a,born,1.0
C0001a,drag,1.0
C0001a,forc,1.0
C0001a,among,1.0
C0001a,take,2.0
C0001a,mindset,1.0
C0001a,immigr,8.0
C0001a,realiti,1.0
C0001a,dead,1.0
C0001a,status,1.0
C0001a,call,2.0
C0001a,model,1.0
C0001a,follow,1.0
C0001a,unit,1.0
C0001a,block,1.0
C0001a,suspect,1.0
C0001a,bring,1.0
C0001a,thing,1.0
C0001a,consequ,1.0
C0001a,crimin,1.0
C0001a,similar,1.0
C0001a,give,1.0
C0001a,carri,1.0
C0001a,uneven,1.0
C0001a,except,1.0
C0001a,lack,1.0
C0001a,go,2.0
C0001a,gothenburg,1.0
C0001a,sweden,7.0
C0001a,hous,1.0
C0001a,open,1.0
C0001a,ungod,1.0
C0001a,grant,1.0
C0001a,killer,1.0
C0001a,thereaft,1.0
C0001a,bill,1.0
C0001a,ground,1.0
C0001a,rape,6.0
C0001a,would,3.0
C0001a,biblic,1.0
C0001a,find,1.0
C0001a,left,1.0
C0001a,also,1.0
C0001a,victim,1.0
C0001a,judgment,1.0
C0001a,wood,1.0
C0001a,multicultur,3.0
C0001a,neighborhood,1.0
C0001a,tram,2.0
C0001a,promot,1.0
C0001a,black,1.0
C0001a,includ,1.0
C0001a,marriag,1.0
C0001a,refuge,2.0
C0001a,divers,2.0
C0001a,learn,1.0
C0001a,mayb,1.0
C0001a,hisingen,1.0
C0001a,oxygen,1.0
C0001a,definit,1.0
C0001a,near,1.0
C0001a,place,2.0
C0001a,swede,2.0
C0001a,unvet,1.0
C0001a,ride,1.0
C0001a,hussein,1.0
C0001a,bodi,1.0
C0001a,young,1.0
C0001a,god,2.0
C0001a,vagin,1.0
C0001a,lawless,1.0
C0001a,kind,1.0
C0001a,lesson,1.0
C0001a,good,1.0
C0001a,overrun,1.0
C0001a,sad,1.0
C0001a,agenda,1.0
C0001a,instead,1.0
C0001a,tail,1.0
C0001a,america,1.0
C0001a,deuteronomi,1.0
C0001a,facebook,1.0
C0001a,one,2.0
C0001a,inform,1.0
C0001a,nerv,1.0
C0001a,elin,2.0
C0001a,sink,1.0
C0001a,krantz,10.0
C0001a,damag,1.0
C0001a,swedish,2.0
C0001a,caus,1.0
C0001a,howev,2.0
C0001a,back,1.0
C0001a,send,1.0
C0001b,went,1.0
C0001b,ted,1.0
C0001b,lower,1.0
C0001b,termin,1.0
C0001b,would,2.0
C0001b,nefari,1.0
C0001b,realli,2.0
C0001b,full,1.0
C0001b,grow,1.0
C0001b,fluorid,1.0
C0001b,conspir,2.0
C0001b,normal,1.0
C0001b,aid,2.0
C0001b,variant,2.0
C0001b,henri,1.0
C0001b,fresser,1.0
C0001b,extrem,1.0
C0001b,famili,1.0
C0001b,nutzlos,1.0
C0001b,form,1.0
C0001b,secret,1.0
C0001b,resourc,1.0
C0001b,larouch,1.0
C0001b,nazi,1.0
C0001b,light,1.0
C0001b,limit,1.0
C0001b,read,1.0
C0001b,refer,1.0
C0001b,caus,1.0
C0001b,said,1.0
C0001b,gaia,1.0
C0001b,covert,1.0
C0001b,lack,1.0
C0001b,without,1.0
C0001b,situat,1.0
C0001b,reduc,2.0
C0001b,start,1.0
C0001b,useless,4.0
C0001b,eater,3.0
C0001b,germani,1.0
C0001b,plan,7.0
C0001b,tini,1.0
C0001b,transnat,1.0
C0001b,monopol,1.0
C0001b,environmentalist,1.0
C0001b,purpos,1.0
C0001b,translat,1.0
C0001b,previous,2.0
C0001b,obedi,1.0
C0001b,bandi,1.0
C0001b,sometim,1.0
C0001b,cigar,1.0
C0001b,term,2.0
C0001b,survivalist,1.0
C0001b,yes,1.0
C0001b,earth,1.0
C0001b,creat,1.0
C0001b,econom,1.0
C0001b,be,1.0
C0001b,mass,2.0
C0001b,either,2.0
C0001b,taken,1.0
C0001b,first,2.0
C0001b,incorpor,1.0
C0001b,real,1.0
C0001b,russia,2.0
C0001b,procreat,1.0
C0001b,lyndon,1.0
C0001b,malthus,1.0
C0001b,concoct,1.0
C0001b,adolf,1.0
C0001b,boost,1.0
C0001b,birthrat,4.0
C0001b,appar,1.0
C0001b,attribut,2.0
C0001b,medal,1.0
C0001b,target,1.0
C0001b,honorari,1.0
C0001b,unpopular,1.0
C0001b,parenthood,1.0
C0001b,genet,1.0
C0001b,easili,1.0
C0001b,hard,1.0
C0001b,often,2.0
C0001b,titl,1.0
C0001b,initi,1.0
C0001b,hitler,1.0
C0001b,implement,1.0
C0001b,peopl,7.0
C0001b,origin,1.0
C0001b,turner,1.0
C0001b,rather,1.0
C0001b,entir,1.0
C0001b,theori,6.0
C0001b,mani,3.0
C0001b,reign,1.0
C0001b,ting,1.0
C0001b,evid,1.0
C0001b,go,1.0
C0001b,russel,1.0
C0001b,etc,1.0
C0001b,physic,1.0
C0001b,authoritarian,1.0
C0001b,kissing,1.0
C0001b,along,1.0
C0001b,head,1.0
C0001b,suppos,2.0
C0001b,involv,4.0
C0001b,mental,2.0
C0001b,bertrand,1.0
C0001b,right,1.0
C0001b,notabl,1.0
C0001b,grown,1.0
C0001b,bill,1.0
C0001b,ascrib,1.0
C0001b,cult,1.0
C0001b,keep,1.0
C0001b,seem,1.0
C0001b,childless,1.0
C0001b,chemic,1.0
C0001b,women,1.0
C0001b,enact,2.0
C0001b,kind,2.0
C0001b,paint,1.0
C0001b,paul,1.0
C0001b,idea,1.0
C0001b,us,2.0
C0001b,furthermor,1.0
C0001b,fear,1.0
C0001b,number,2.0
C0001b,encourag,1.0
C0001b,forc,1.0
C0001b,low,2.0
C0001b,steril,1.0
C0001b,alway,1.0
C0001b,dead,1.0
C0001b,environment,1.0
C0001b,flavor,1.0
C0001b,tactic,1.0
C0001b,theme,1.0
C0001b,site,1.0
C0001b,combat,2.0
C0001b,wrong,1.0
C0001b,rome,1.0
C0001b,deliber,1.0
C0001b,growth,1.0
C0001b,ehrlich,1.0
C0001b,suffer,1.0
C0001b,bring,1.0
C0001b,suicid,1.0
C0001b,one,2.0
C0001b,get,1.0
C0001b,immin,1.0
C0001b,overpopul,2.0
C0001b,age,1.0
C0001b,club,1.0
C0001b,includ,1.0
C0001b,anoth,1.0
C0001b,poison,1.0
C0001b,even,2.0
C0001b,polici,2.0
C0001b,replac,1.0
C0001b,damn,1.0
C0001b,tie,1.0
C0001b,despit,1.0
C0001b,convinc,1.0
C0001b,holocaust,1.0
C0001b,small,2.0
C0001b,well,1.0
C0001b,truth,1.0
C0001b,success,4.0
C0001b,back,2.0
C0001b,bent,1.0
C0001b,person,1.0
C0001b,evil,1.0
C0001b,warm,1.0
C0001b,elit,1.0
C0001b,suppli,1.0
C0001b,past,1.0
C0001b,world,3.0
C0001b,provid,1.0
C0001b,disabl,1.0
C0001b,around,1.0
C0001b,alleg,3.0
C0001b,mention,1.0
C0001b,popul,13.0
C0001b,meet,1.0
C0001b,govern,14.0
C0001b,need,1.0
C0001b,monsanto,1.0
C0001b,remain,1.0
C0001b,laboratori,1.0
C0001b,anyth,1.0
C0001b,voluntari,1.0
C0001b,implic,2.0
C0001b,yet,1.0
C0001b,usual,1.0
C0001b,less,2.0
C0001b,sort,1.0
C0001b,use,6.0
C0001b,linkola,1.0
C0001b,posit,2.0
C0001b,pentti,1.0
C0001b,dark,1.0
C0001b,vaccin,1.0
C0001b,quit,1.0
C0001b,smaller,1.0
C0001b,natur,1.0
C0001b,ill,2.0
C0001b,eugen,1.0
C0001b,plot,2.0
C0001b,behavior,1.0
C0001b,ecoterrorist,1.0
C0001b,punch,1.0
C0001b,give,1.0
C0001b,nutti,1.0
C0001b,came,1.0
C0001b,grain,1.0
C0001b,commit,1.0
C0001b,given,1.0
C0001b,effect,1.0
C0001b,robot,1.0
C0001b,agribusi,1.0
C0001b,whatev,2.0
C0001b,far,1.0
C0001b,also,2.0
C0001b,amount,1.0
C0001b,stabl,4.0
C0001b,depopul,7.0
C0001b,show,1.0
C0001b,euthanasia,1.0
C0001b,modifi,1.0
C0001b,power,2.0
C0001b,crisi,2.0
C0001b,elder,1.0
C0001b,human,2.0
C0001b,specif,1.0
C0001b,lot,1.0
C0001b,taint,1.0
C0001b,ensur,1.0
C0001b,fodder,1.0
C0001b,end,1.0
C0001b,thing,1.0
C0001b,children,2.0
C0001b,like,3.0
C0001b,benefit,1.0
C0001b,extinct,1.0
C0001b,bomb,1.0
C0001b,generous,1.0
C0001b,kill,2.0
C0001b,worldwid,1.0
C0001b,upon,1.0
C0001b,chemtrail,1.0
C0001b,nation,1.0
C0001b,engag,1.0
C0001b,pretext,1.0
C0001b,financi,1.0
C0001b,theorist,2.0
C0001b,tax,2.0
C0001b,consid,2.0
C0001b,aforement,1.0
C0001b,boom,1.0
C0001b,satisfi,1.0
C0001b,balanc,1.0
C0001b,agenda,2.0
C0001b,case,1.0
C0001b,populac,1.0
C0001b,general,2.0
C0001b,still,1.0
C0001b,smooth,1.0
C0001b,happi,1.0
C0001b,fact,1.0
C0001b,invers,1.0
C0001b,phase,1.0
C0001b,run,3.0
C0001b,want,3.0
C0001b,race,1.0
C0001b,invalu,1.0
C0001b,larg,2.0
C0001b,program,1.0
C0001b,book,2.0
C0001b,devast,1.0
C0001b,numer,1.0
C0001b,reflect,1.0
C0001b,movement,3.0
C0001b,resound,1.0
C0001b,author,1.0
C0001b,bag,1.0
C0001b,provabl,1.0
C0001b,iran,1.0
C0001b,alreadi,2.0
C0001b,scenario,1.0
C0001b,new,3.0
C0001b,toxin,1.0
C0001b,water,1.0
C0001b,common,1.0
C0001b,state,1.0
C0001b,miser,1.0
C0001b,notic,1.0
C0001b,measur,1.0
C0001b,scheme,4.0
C0001b,infam,2.0
C0001b,conveni,1.0
C0001b,call,1.0
C0001b,exceed,1.0
C0001b,food,2.0
C0001b,result,1.0
C0001b,enough,2.0
C0001b,collaps,1.0
C0001b,diminish,1.0
C0001b,thoma,1.0
C0001b,mean,2.0
C0001b,establish,2.0
C0001b,display,1.0
C0001b,part,1.0
C0001b,global,1.0
C0001b,circl,1.0
C0001b,amongst,1.0
C0001b,thus,1.0
C0001b,intent,1.0
C0001b,come,2.0
C0001b,war,1.0
C0001b,size,1.0
C0001b,last,1.0
C0001b,room,1.0
C0001b,guarante,1.0
C0001b,obvious,1.0
C0001b,depend,1.0
C0001b,surviv,1.0
C0001b,genocid,1.0
C0001b,nuclear,1.0
C0001b,greatest,1.0
C0001b,clout,1.0
C0001b,exampl,2.0
C0001b,believ,1.0
C0001b,expect,1.0
C0001b,conspiraci,7.0
C0001b,joseph,1.0
C0001b,strove,1.0
C0001b,second,1.0
C0001b,stalin,2.0
C0001d,worri,1.0
C0001d,entir,2.0
C0001d,author,1.0
C0001d,economi,2.0
C0001d,old,1.0
C0001d,map,1.0
C0001d,run,2.0
C0001d,restrict,1.0
C0001d,transpar,1.0
C0001d,without,1.0
C0001d,could,1.0
C0001d,eu,2.0
C0001d,read,1.0
C0001d,food,1.0
C0001d,much,1.0
C0001d,start,2.0
C0001d,none,1.0
C0001d,owe,1.0
C0001d,word,1.0
C0001d,might,1.0
C0001d,narrowli,1.0
C0001d,get,3.0
C0001d,region,1.0
C0001d,check,1.0
C0001d,fed,5.0
C0001d,tell,1.0
C0001d,kick,2.0
C0001d,got,2.0
C0001d,swan,1.0
C0001d,back,1.0
C0001d,point,1.0
C0001d,becom,1.0
C0001d,offici,1.0
C0001d,live,1.0
C0001d,agricultur,2.0
C0001d,gear,1.0
C0001d,know,2.0
C0001d,latest,1.0
C0001d,join,1.0
C0001d,west,1.0
C0001d,news,1.0
C0001d,pass,2.0
C0001d,complic,1.0
C0001d,alon,2.0
C0001d,said,4.0
C0001d,ampl,1.0
C0001d,press,1.0
C0001d,remind,1.0
C0001d,monday,1.0
C0001d,msm,1.0
C0001d,pay,2.0
C0001d,mayb,1.0
C0001d,billion,2.0
C0001d,sight,2.0
C0001d,announc,1.0
C0001d,congressman,1.0
C0001d,today,1.0
C0001d,status,1.0
C0001d,done,4.0
C0001d,problem,2.0
C0001d,long,1.0
C0001d,tpa,3.0
C0001d,hunter,1.0
C0001d,higher,2.0
C0001d,failur,2.0
C0001d,senat,1.0
C0001d,remain,2.0
C0001d,think,2.0
C0001d,told,1.0
C0001d,vast,1.0
C0001d,bond,2.0
C0001d,popul,1.0
C0001d,rais,6.0
C0001d,look,1.0
C0001d,gop,1.0
C0001d,deal,5.0
C0001d,interest,1.0
C0001d,meanwhil,1.0
C0001d,gdp,1.0
C0001d,condit,1.0
C0001d,money,2.0
C0001d,mani,1.0
C0001d,politician,1.0
C0001d,report,2.0
C0001d,feder,3.0
C0001d,near,1.0
C0001d,economist,1.0
C0001d,growth,2.0
C0001d,trade,4.0
C0001d,page,1.0
C0001d,year,2.0
C0001d,greg,1.0
C0001d,busi,2.0
C0001d,ryan,2.0
C0001d,inflat,1.0
C0001d,market,1.0
C0001d,hous,1.0
C0001d,part,2.0
C0001d,countri,1.0
C0001d,default,3.0
C0001d,spark,1.0
C0001d,ago,1.0
C0001d,open,1.0
C0001d,worth,2.0
C0001d,alreadi,1.0
C0001d,yet,1.0
C0001d,speed,1.0
C0001d,thousand,1.0
C0001d,process,1.0
C0001d,humanitarian,1.0
C0001d,month,1.0
C0001d,pictur,2.0
C0001d,huge,1.0
C0001d,fear,1.0
C0001d,analyz,1.0
C0001d,unfold,1.0
C0001d,cliff,1.0
C0001d,sooner,1.0
C0001d,reserv,3.0
C0001d,home,1.0
C0001d,realli,1.0
C0001d,hundr,1.0
C0001d,disast,1.0
C0001d,suppli,1.0
C0001d,reduc,1.0
C0001d,evil,1.0
C0001d,good,1.0
C0001d,congressmen,1.0
C0001d,secret,3.0
C0001d,pipelin,1.0
C0001d,march,1.0
C0001d,trillion,1.0
C0001d,black,1.0
C0001d,go,2.0
C0001d,track,1.0
C0001d,sign,1.0
C0001d,media,1.0
C0001d,win,1.0
C0001d,greek,4.0
C0001d,sever,1.0
C0001d,greec,1.0
C0001d,head,1.0
C0001d,nasa,1.0
C0001d,say,6.0
C0001d,gas,1.0
C0001d,experienc,1.0
C0001d,someon,3.0
C0001d,republican,1.0
C0001d,project,1.0
C0001d,water,4.0
C0001d,paul,1.0
C0001d,cough,1.0
C0001d,usa,1.0
C0001d,rate,7.0
C0001d,see,1.0
C0001d,euro,1.0
C0001d,wors,1.0
C0001d,drink,1.0
C0001d,packag,1.0
C0001d,nato,1.0
C0001d,crisi,3.0
C0001d,grow,1.0
C0001d,like,3.0
C0001d,cours,2.0
C0001d,stori,1.0
C0001d,yes,1.0
C0001d,core,2.0
C0001d,world,1.0
C0001d,account,1.0
C0001d,count,1.0
C0001d,loan,1.0
C0001d,recent,1.0
C0001d,debt,3.0
C0001d,town,1.0
C0001d,bank,1.0
C0001d,store,1.0
C0001d,russia,1.0
C0001d,cut,1.0
C0001d,mannarino,2.0
C0001d,toward,1.0
C0001d,week,4.0
C0001d,lagard,2.0
C0001d,state,4.0
C0001d,question,1.0
C0001d,scold,1.0
C0001d,gregori,1.0
C0001d,dark,2.0
C0001d,drought,3.0
C0001d,room,1.0
C0001d,technic,1.0
C0001d,plain,1.0
C0001d,time,2.0
C0001d,step,2.0
C0001d,calam,1.0
C0001d,financi,2.0
C0001d,earlier,1.0
C0001d,rise,1.0
C0001d,california,6.0
C0001d,estim,1.0
C0001d,illeg,2.0
C0001d,peopl,2.0
C0001d,ap,1.0
C0001d,million,1.0
C0001d,weak,1.0
C0001d,imf,1.0
C0001d,promot,1.0
C0001d,borrow,1.0
C0001d,one,1.0
C0001d,buy,2.0
C0001d,end,2.0
C0001d,also,2.0
C0001d,christin,2.0
C0001d,hide,1.0
C0001d,implod,1.0
C0001d,would,2.0
C0001d,almost,1.0
C0001d,public,2.0
C0001d,mainstream,2.0
C0001d,later,1.0
C0001e,chain,1.0
C0001e,answer,1.0
C0001e,complic,1.0
C0001e,live,3.0
C0001e,imprud,1.0
C0001e,central,1.0
C0001e,lie,1.0
C0001e,sick,3.0
C0001e,sever,1.0
C0001e,destroy,2.0
C0001e,stock,1.0
C0001e,although,1.0
C0001e,bacteria,1.0
C0001e,think,10.0
C0001e,halt,1.0
C0001e,believ,1.0
C0001e,two,1.0
C0001e,continu,2.0
C0001e,also,1.0
C0001e,lot,2.0
C0001e,urban,1.0
C0001e,gov,1.0
C0001e,contagion,1.0
C0001e,came,1.0
C0001e,deliber,1.0
C0001e,state,8.0
C0001e,break,1.0
C0001e,imposit,1.0
C0001e,produc,1.0
C0001e,rampant,1.0
C0001e,unit,6.0
C0001e,told,1.0
C0001e,probabl,2.0
C0001e,navi,1.0
C0001e,michigan,1.0
C0001e,grow,1.0
C0001e,arsenal,1.0
C0001e,definit,1.0
C0001e,annual,1.0
C0001e,get,4.0
C0001e,respons,1.0
C0001e,larg,1.0
C0001e,night,1.0
C0001e,us,3.0
C0001e,jerri,1.0
C0001e,contribut,1.0
C0001e,suspect,1.0
C0001e,transmit,2.0
C0001e,lifelong,1.0
C0001e,averag,2.0
C0001e,medic,4.0
C0001e,intervent,1.0
C0001e,die,2.0
C0001e,explain,2.0
C0001e,number,1.0
C0001e,brown,1.0
C0001e,liabil,1.0
C0001e,type,2.0
C0001e,thing,3.0
C0001e,declin,1.0
C0001e,movi,1.0
C0001e,may,1.0
C0001e,kill,1.0
C0001e,contractor,1.0
C0001e,pennsylvania,1.0
C0001e,jane,1.0
C0001e,hepat,6.0
C0001e,featur,1.0
C0001e,orient,6.0
C0001e,around,1.0
C0001e,care,3.0
C0001e,school,1.0
C0001e,emerg,1.0
C0001e,liberti,2.0
C0001e,agenda,1.0
C0001e,screen,1.0
C0001e,right,1.0
C0001e,afp,4.0
C0001e,dirti,1.0
C0001e,accept,1.0
C0001e,chairman,1.0
C0001e,liver,1.0
C0001e,even,1.0
C0001e,mean,1.0
C0001e,blast,1.0
C0001e,wander,1.0
C0001e,declar,2.0
C0001e,downtown,1.0
C0001e,virtual,1.0
C0001e,germ,3.0
C0001e,cover,1.0
C0001e,tool,1.0
C0001e,rest,2.0
C0001e,sanit,1.0
C0001e,bleach,1.0
C0001e,multipli,1.0
C0001e,microscop,1.0
C0001e,critiqu,1.0
C0001e,life,1.0
C0001e,pima,1.0
C0001e,like,4.0
C0001e,contagi,1.0
C0001e,fine,1.0
C0001e,last,2.0
C0001e,said,5.0
C0001e,spread,2.0
C0001e,lack,1.0
C0001e,filthi,1.0
C0001e,afterward,1.0
C0001e,mani,2.0
C0001e,excret,1.0
C0001e,stool,1.0
C0001e,punish,1.0
C0001e,theori,3.0
C0001e,realli,4.0
C0001e,guess,1.0
C0001e,prepared,1.0
C0001e,exampl,2.0
C0001e,vomit,1.0
C0001e,singl,1.0
C0001e,regim,1.0
C0001e,santa,1.0
C0001e,general,4.0
C0001e,say,1.0
C0001e,uss,1.0
C0001e,environ,2.0
C0001e,novemb,1.0
C0001e,perhap,1.0
C0001e,almost,2.0
C0001e,everybodi,1.0
C0001e,jaundic,1.0
C0001e,doctor,1.0
C0001e,nausea,1.0
C0001e,buy,1.0
C0001e,silenc,1.0
C0001e,gotten,1.0
C0001e,organ,1.0
C0001e,would,1.0
C0001e,bare,1.0
C0001e,import,1.0
C0001e,nefari,1.0
C0001e,contrari,1.0
C0001e,expos,1.0
C0001e,base,1.0
C0001e,paralyz,1.0
C0001e,los,1.0
C0001e,rate,1.0
C0001e,former,1.0
C0001e,mere,1.0
C0001e,econom,1.0
C0001e,correct,2.0
C0001e,want,1.0
C0001e,ask,5.0
C0001e,rapid,1.0
C0001e,particular,1.0
C0001e,contamin,4.0
C0001e,tide,1.0
C0001e,san,6.0
C0001e,press,2.0
C0001e,committe,1.0
C0001e,region,2.0
C0001e,come,1.0
C0001e,consid,1.0
C0001e,caught,1.0
C0001e,endem,1.0
C0001e,toler,1.0
C0001e,lead,2.0
C0001e,onion,1.0
C0001e,somewhat,1.0
C0001e,manufactur,1.0
C0001e,virus,1.0
C0001e,becam,1.0
C0001e,intens,1.0
C0001e,communiti,2.0
C0001e,unfett,1.0
C0001e,cruz,1.0
C0001e,public,4.0
C0001e,allow,2.0
C0001e,hous,1.0
C0001e,angel,1.0
C0001e,earn,1.0
C0001e,back,2.0
C0001e,outbreak,10.0
C0001e,california,4.0
C0001e,counti,3.0
C0001e,exclus,1.0
C0001e,endang,1.0
C0001e,green,1.0
C0001e,dose,1.0
C0001e,bodi,1.0
C0001e,problem,1.0
C0001e,tri,1.0
C0001e,physician,1.0
C0001e,disabl,1.0
C0001e,area,3.0
C0001e,high,1.0
C0001e,diego,6.0
C0001e,handler,1.0
C0001e,mayb,2.0
C0001e,dispers,1.0
C0001e,way,4.0
C0001e,elit,2.0
C0001e,rather,1.0
C0001e,mass,1.0
C0001e,societi,2.0
C0001e,enterovirus,1.0
C0001e,protect,2.0
C0001e,includ,1.0
C0001e,eras,1.0
C0001e,effect,1.0
C0001e,acquir,1.0
C0001e,order,1.0
C0001e,assess,1.0
C0001e,indic,1.0
C0001e,month,1.0
C0001e,charg,1.0
C0001e,infect,3.0
C0001e,never,1.0
C0001e,disast,2.0
C0001e,throughout,1.0
C0001e,free,3.0
C0001e,york,1.0
C0001e,shot,1.0
C0001e,seem,1.0
C0001e,global,1.0
C0001e,loss,1.0
C0001e,militari,1.0
C0001e,got,1.0
C0001e,hygien,1.0
C0001e,diseas,13.0
C0001e,hazard,1.0
C0001e,citizen,1.0
C0001e,freedom,1.0
C0001e,interview,1.0
C0001e,centuri,1.0
C0001e,immun,5.0
C0001e,case,1.0
C0001e,prosper,1.0
C0001e,sometim,1.0
C0001e,civil,3.0
C0001e,sidewalk,1.0
C0001e,peopl,16.0
C0001e,viral,1.0
C0001e,offer,1.0
C0001e,well,1.0
C0001e,second,1.0
C0001e,suit,1.0
C0001e,late,1.0
C0001e,year,4.0
C0001e,safeti,1.0
C0001e,accord,1.0
C0001e,brought,1.0
C0001e,detroit,2.0
C0001e,homeless,7.0
C0001e,disturb,1.0
C0001e,immigr,1.0
C0001e,erod,1.0
C0001e,presid,1.0
C0001e,report,1.0
C0001e,impact,1.0
C0001e,prevail,1.0
C0001e,ideal,1.0
C0001e,matter,1.0
C0001e,involv,3.0
C0001e,dozen,1.0
C0001e,studi,1.0
C0001e,stem,1.0
C0001e,citi,1.0
C0001e,third,4.0
C0001e,see,2.0
C0001e,attempt,1.0
C0001e,reason,1.0
C0001e,whole,1.0
C0001e,forc,1.0
C0001e,wave,1.0
C0001e,occur,1.0
C0001e,impedi,1.0
C0001e,far,1.0
C0001e,water,2.0
C0001e,find,1.0
C0001e,dave,2.0
C0001e,gahari,1.0
C0001e,biggest,1.0
C0001e,countri,6.0
C0001e,popul,5.0
C0001e,world,6.0
C0001e,make,3.0
C0001e,governor,1.0
C0001e,issu,1.0
C0001e,start,1.0
C0001e,depend,1.0
C0001e,submarin,1.0
C0001e,new,2.0
C0001e,existenti,1.0
C0001e,street,3.0
C0001e,depart,1.0
C0001e,idea,2.0
C0001e,sicken,1.0
C0001e,power,1.0
C0001e,separ,1.0
C0001e,quit,1.0
C0001e,largest,1.0
C0001e,status,1.0
C0001e,cleanli,3.0
C0001e,vaccin,7.0
C0001e,everyth,1.0
C0001e,drink,1.0
C0001e,seen,2.0
C0001e,congress,1.0
C0001e,summar,1.0
C0001e,outdoor,1.0
C0001e,sent,1.0
C0001e,offici,2.0
C0001e,america,2.0
C0001e,book,1.0
C0001e,health,6.0
C0001e,inform,1.0
C0001e,manifest,1.0
C0001e,one,2.0
C0001e,bad,3.0
C0001e,across,1.0
C0001e,american,5.0
C0001e,least,2.0
C0001e,usual,2.0
C0001e,attack,1.0
C0001e,sort,1.0
C0001e,appear,1.0
C0001e,stop,1.0
C0001e,illustr,1.0
C0001e,opinion,1.0
C0001e,everi,1.0
C0001e,rout,1.0
C0001e,use,2.0
C0001e,fail,1.0
C0001e,addit,1.0
C0001e,polio,1.0
C0001e,nation,3.0
C0001e,deni,2.0
C0001e,film,1.0
C0001e,danger,1.0
C0001e,threaten,1.0
C0001e,began,2.0
C0001e,polit,2.0
C0001e,experienc,2.0
C0001e,transmiss,1.0
C0001e,decad,1.0
C0001e,oh,1.0
C0001e,enough,1.0
C0001e,exist,1.0
C0001e,spit,1.0
C0001e,deplor,2.0
C0001e,first,2.0
C0001e,develop,1.0
C0001e,serious,2.0
C0001e,neglig,1.0
C0001e,breakdown,2.0
C0001e,feel,1.0
C0001e,time,2.0
C0001e,food,4.0
C0001e,swell,1.0
C0001e,larger,1.0
C0001e,address,2.0
C0001e,hit,1.0
C0001e,toilet,1.0
C0001e,decent,1.0
C0001e,hundr,1.0
C0001e,absolut,1.0
C0001e,exchang,1.0
C0001e,clean,1.0
C0001e,children,4.0
C0001e,standard,2.0
C0001e,upcom,1.0
C0001e,go,2.0
C0001e,patient,1.0
C0001e,becom,1.0
C0001f,push,1.0
C0001f,peopl,2.0
C0001f,plan,10.0
C0001f,first,1.0
C0001f,paid,1.0
